transaction_id,customer_id,amount,transaction_type,transaction_date
75af5f69-7448-4466-b174-2aa57afbaddb,CUST1002,74.96,Bill Payment,2025-02-19
029ea532-3989-4a06-9130-2c42a50f3800,CUST1002,425.69,Airtime,2025-09-12
a30f5ef9-9e93-4d6a-b1e3-db094b40de6c,CUST1002,166.77,Airtime,2025-01-20
714dba72-fd9d-4932-a81a-8e8b1947b128,CUST1002,443.57,Airtime,2025-04-07
b2a740e4-81f5-43aa-8c9b-ab5fff0debdc,CUST1002,480.0,Airtime,2024-03-29
9265d40f-be14-4692-beb5-8dc13181d923,CUST1002,1238.17,Bill Payment,2025-06-09
bbff31d7-f104-453d-a88f-535d06d775f1,CUST1002,407.47,Bill Payment,2025-02-24
60d75ff7-a8f8-4e76-bc78-ebd140dd20f2,CUST1002,316.02,POS,2025-05-08
5ceca0d4-46a0-473e-9bce-5dd65ef5a2e6,CUST1002,1984.43,Bill Payment,2025-10-22
3bf76a38-ce06-4b23-bca3-4ef39449ade0,CUST1002,1513.46,POS,2025-01-15
1b7a4591-f080-4496-9aa3-7028dc6dcd3c,CUST1002,1271.45,POS,2025-03-15
ae944cb1-bb57-48f4-a1aa-fac494be45a5,CUST1002,935.66,Airtime,2025-10-27
20b2342e-e6fb-48d4-b8b9-089c73eafdc6,CUST1002,29.34,Bill Payment,2025-02-03
e0bb84f0-a404-436e-af18-44fa4efa8cfb,CUST1002,884.46,Transfer,2023-12-14
48e18336-302b-47e1-a327-effd72773dbf,CUST1002,1956.69,POS,2025-07-14
fe3d8471-5f7a-439f-9aa8-0719bc5bb6a9,CUST1002,1542.3,Transfer,2024-06-25
df5cf43b-7cd7-4417-909a-056b2d91059c,CUST1002,327.87,Airtime,2024-02-27
2adef97b-2c9c-4686-99d7-64fa34857cbc,CUST1002,485.47,Airtime,2024-12-10
bc73de5b-bc73-461a-94c4-adbf0f809273,CUST1002,956.33,Airtime,2024-08-06
51a600e6-1a35-461b-90d4-99ac10337214,CUST1002,591.81,Bill Payment,2025-11-16
5bc16b20-e9d5-49bc-b921-f80c085d9b14,CUST1002,36.65,Bill Payment,2024-05-19
84fc640f-2f7b-4c06-bbf2-ffee2e29eb20,CUST1002,255.66,Bill Payment,2025-09-07
0b396592-b506-4856-8b90-b31e90180cf0,CUST1002,1191.3,POS,2025-03-29
ca9cb7e9-7aee-4271-adc6-7dcaae2c6fab,CUST1002,710.87,Bill Payment,2025-10-29
b26bbed0-ee3f-4e58-b9cc-ba1101146a68,CUST1002,950.66,POS,2024-12-27
38796f33-bc5f-4372-aaf9-1c37d1bee9bd,CUST1002,811.81,Transfer,2024-09-03
d1fe33af-6d8d-4ac3-b477-562b4831b28a,CUST1002,505.87,Bill Payment,2025-04-16
090d9eb0-832e-4a27-bdcb-9cde8dacbef9,CUST1002,301.0,Transfer,2025-06-08
013e43b5-bc21-4119-8db4-bceeb11bd265,CUST1002,1748.32,POS,2025-05-06
5ebd8591-174e-413f-ac38-c6f9b54198da,CUST1002,304.77,Transfer,2025-07-19
3e8c401b-8e83-4d3a-8977-616c32661767,CUST1002,992.62,POS,2025-04-26
0edb3a5a-adb1-4131-a002-92acc6713407,CUST1002,284.4,Airtime,2024-12-04
045d9435-cf70-4f5f-b17a-1f8817e4e766,CUST1002,1490.78,Bill Payment,2025-08-14
f27c9b05-540f-4d77-a438-fb223391c564,CUST1003,574.4,Bill Payment,2025-01-10
2c92ef61-f65e-4c1a-9ed5-90ae6776f973,CUST1003,667.41,Transfer,2025-02-21
6a6abfed-a9b4-409c-ab57-3cebabd04918,CUST1003,937.48,Transfer,2024-02-13
b45084b6-06fb-4fc8-a009-4f1369451194,CUST1003,1651.99,Transfer,2024-10-07
e42d1711-5a34-4326-9e8f-71bfc19b295a,CUST1003,268.6,Transfer,2025-06-18
892c67b9-d1b0-43a2-b2a2-8a266d54b031,CUST1003,931.84,Bill Payment,2024-04-07
8bf9a03c-1010-4d05-906b-a52bf37edc7c,CUST1003,239.4,POS,2024-03-14
438c098e-d3b0-4add-94db-91e776a4d903,CUST1003,1999.36,POS,2024-01-03
af108dd8-b278-4bec-bade-4ec945aec633,CUST1003,1715.12,POS,2024-03-20
70c6006b-e7e2-4306-a76d-fed82717c35c,CUST1003,424.94,Transfer,2024-11-14
497a729e-0fd7-4e14-acdd-f7a65cde273c,CUST1003,896.26,Bill Payment,2025-01-03
60be9084-3a8c-4546-86a4-9a91182bd818,CUST1003,1393.2,Transfer,2025-08-07
e2bdc286-7bdc-4856-97ea-126e65498c52,CUST1003,476.42,Bill Payment,2025-04-05
a25488cc-e31d-4f90-b328-73370a556d55,CUST1003,1908.44,Bill Payment,2025-05-03
af494167-a9ad-4de4-81d8-7b89f05b2506,CUST1003,685.59,POS,2025-10-08
bd86401b-f363-42b3-8a52-ed337fa7de8d,CUST1003,777.24,Bill Payment,2025-01-01
a1ab4b5e-172f-4d2c-8ac6-3d0e75b79f5f,CUST1003,1989.76,Bill Payment,2024-01-11
b461657d-b923-4b1c-8653-c66a432a58f2,CUST1003,1538.03,Bill Payment,2024-12-20
2c655947-5541-4ee3-9983-612dcb5667f0,CUST1003,947.55,POS,2024-06-07
0b8ef9c3-37a5-4dff-bb9f-0caa1784681c,CUST1003,1077.7,Airtime,2024-05-31
50b691d9-379b-4a03-bb26-c0b884da9dd1,CUST1003,1430.63,POS,2024-09-12
ca9edb27-5eb1-41a1-acfa-919da89ba821,CUST1003,643.86,Airtime,2024-02-27
4a57eaef-ae32-41dd-afde-7f086745ba2b,CUST1003,747.61,Bill Payment,2025-03-04
0d2ca04c-8b11-4bd7-9449-9acc11ee11f0,CUST1003,242.6,Bill Payment,2024-06-03
34006664-6949-4fac-933f-214d12322752,CUST1003,1578.21,Airtime,2025-05-13
0d71ea9b-51cd-4869-a081-6f74c6e5b07b,CUST1003,1577.55,Transfer,2025-04-12
e40d7137-aa4a-4d36-b89f-1da4672160e9,CUST1003,301.17,POS,2024-06-07
e6cd0e35-55e8-4ab8-b477-0119ed9b3261,CUST1003,1379.59,Airtime,2025-03-22
a330ee9e-8f36-4b7a-bfe5-a9b57a686a04,CUST1003,1891.47,POS,2025-01-25
773538bb-3a36-4a79-8d40-61fc7003ed42,CUST1003,1645.79,Airtime,2024-07-21
117b3e0f-24d9-4876-9a86-303f2d7c8c52,CUST1003,1063.33,POS,2025-01-20
e7790d95-a29b-46ae-b2b0-4f23e795af26,CUST1003,937.01,Bill Payment,2025-08-26
e7cff4fd-342e-41dc-8a0e-05b29136d935,CUST1003,149.35,Airtime,2025-11-06
f3dd2171-4b4d-43da-bc24-5deedb3a8809,CUST1003,582.16,Airtime,2025-05-25
c2cb72bb-9701-4c33-a4a5-d381c608e524,CUST1003,1234.87,Airtime,2023-12-28
fbe14daa-67ab-41e4-a62d-d6139edc85b0,CUST1003,1096.01,Transfer,2024-09-07
542cf0e9-0b16-459c-829a-7beb622d3600,CUST1003,1054.71,POS,2025-04-05
6b68fb7e-639d-4c1e-8b87-93cec9820c56,CUST1004,1574.77,Bill Payment,2024-04-08
1eb7ecc9-010b-44fc-bc60-66cb5d0148f4,CUST1004,1815.68,Bill Payment,2024-01-20
4e8d59e5-3fcc-48b4-a3d2-14492c1c3455,CUST1004,232.7,Transfer,2024-09-09
d4ceeaa0-f439-4103-85cf-5dee76e735b0,CUST1004,301.14,Airtime,2024-06-03
685c8644-7d27-42b5-984a-768e5b69fbce,CUST1004,540.94,Airtime,2024-12-17
9d1972c9-5a01-471d-8ab6-9c0216aaa448,CUST1004,347.24,POS,2025-03-10
5c426489-09bf-4b7f-9d22-f8002b544e72,CUST1004,1182.45,POS,2025-09-03
3b93a002-de2a-48de-80f3-3c10775d6bcc,CUST1004,701.72,Airtime,2025-08-13
afdde4cb-e5e9-4132-80be-a95e2b6d9831,CUST1004,605.99,Bill Payment,2024-11-01
675c59a4-db1e-415d-ac23-6be010f46d93,CUST1004,82.44,Transfer,2025-12-02
5e78cc50-89e0-4047-802f-ba114d3bec11,CUST1004,1687.73,Airtime,2024-05-04
467f69a4-71c1-4436-967a-3b94d3ba33be,CUST1004,325.42,POS,2024-10-12
3685f99d-870a-44c3-b796-f2b1f2281c35,CUST1004,385.04,Bill Payment,2023-12-04
d7f6c8cd-ebdb-4490-86f6-135ef7b98a3a,CUST1004,1623.96,Bill Payment,2024-03-04
9708d68c-816e-4ed0-b647-93b98162837f,CUST1004,570.42,Airtime,2023-12-14
b2272b12-66ef-496b-84a5-accef385857e,CUST1004,437.67,Airtime,2025-03-09
d94e3c9a-40fe-459b-8bff-21ce04496266,CUST1004,1217.35,Transfer,2024-08-15
670692e6-81b6-4ba8-b4f6-41099603b35a,CUST1004,1259.96,POS,2025-06-05
873e8de9-e5a2-4a86-97f7-fc75d2748222,CUST1004,560.61,POS,2025-05-26
8b273a8c-ba52-4e77-bacd-e4ac703fc667,CUST1004,1027.58,POS,2024-07-26
4084df8a-9d50-4ca3-babe-5d710737d54d,CUST1004,729.13,Transfer,2025-03-11
472db1b6-1bf6-4ff9-9e40-a7f58d4be41e,CUST1004,1975.74,Bill Payment,2025-07-30
ae981e68-22d0-4534-b4a7-8eae45938ad7,CUST1004,924.58,Airtime,2024-10-27
c776ebd4-dc51-4a58-80eb-155f27dd665b,CUST1004,981.23,POS,2025-03-05
e8de2374-e1e7-48aa-befc-e7c468529cda,CUST1004,1079.26,Transfer,2025-07-16
c26bd667-671a-4acc-be87-e3f575690627,CUST1004,1276.77,Airtime,2025-02-19
70caafca-d7f0-4ec2-bdd2-799521d5be1e,CUST1004,489.1,Bill Payment,2024-03-05
f2609753-b3e9-40ed-ac6b-2cd0f675af4a,CUST1004,681.26,Transfer,2025-01-17
c3ba17fa-e25d-4051-8771-ed3473a82ee5,CUST1004,214.35,POS,2024-12-24
974fcc2a-c997-42ff-86ff-875c41a1a913,CUST1004,1320.09,Bill Payment,2025-02-18
8e8394f1-3302-4fce-88cc-299200edec16,CUST1004,1617.69,Bill Payment,2025-03-02
3c40d265-6a86-4ad2-a863-4e4e40c41956,CUST1004,75.51,Airtime,2025-06-24
c3072785-c32d-49b3-a5ce-40725e2b53bd,CUST1004,679.94,Bill Payment,2025-10-29
ea22bf1b-a667-4464-820f-5064c666b159,CUST1004,1584.71,Bill Payment,2024-05-16
b35b73d1-8796-4e0a-bb0e-33495eec3ab5,CUST1004,1173.45,Transfer,2024-11-23
09757808-04e1-4c0f-94d9-c7c0e9c6a31d,CUST1004,1274.4,Transfer,2024-12-28
ebd38375-b7be-4b8d-a6c2-b80946e0cb9b,CUST1004,1530.47,Bill Payment,2024-01-07
162d7230-aea6-40c9-9bbf-4fcabe94ec30,CUST1004,1058.46,Transfer,2024-10-01
874b39ea-465e-4590-b90d-afaf17fb4306,CUST1004,1257.82,Bill Payment,2023-12-13
533e3c35-88bd-4ea3-9c75-08f5636d6e5b,CUST1004,1206.55,POS,2024-07-28
8ddec11c-7acf-4687-87db-a29be0dfea06,CUST1004,793.59,Bill Payment,2024-07-21
99742c23-f3cc-435f-bc21-ce69805574de,CUST1004,1381.4,POS,2024-04-12
6638d1cc-e979-41e7-b3cc-cdaa8224e3cf,CUST1004,1784.9,Airtime,2025-10-10
9317189c-5fdc-4c12-93cf-12dbdf35331d,CUST1004,1156.18,Airtime,2024-11-28
4ed655af-b965-4191-ab4b-22d1bdd4604b,CUST1004,438.02,Airtime,2025-01-08
b5b6d4e9-d490-4d49-b357-0c8696f63f19,CUST1005,1278.87,POS,2025-08-28
4d954e60-290d-462a-9e64-a7578744d33e,CUST1005,1947.85,Bill Payment,2025-10-13
e1b7539f-b20f-4210-a5c2-71b7e84e5d22,CUST1005,1141.62,Bill Payment,2025-05-26
4abc6fbb-3dff-44d4-b229-b01720ac2ab6,CUST1005,1716.56,Bill Payment,2025-11-28
1db2dcd0-a0c2-4c3f-a103-f52fbf9bf1fe,CUST1005,1213.32,POS,2025-02-15
7d8056de-b951-4b0c-b02e-821e0173d9f3,CUST1005,1321.76,Bill Payment,2024-08-02
36fefc12-b96a-49e6-b472-78ba545e9659,CUST1005,254.1,Bill Payment,2024-12-26
7642476b-32d1-47d7-9b84-d8cb85e22ff3,CUST1005,747.81,POS,2025-10-21
4f722a5f-fa86-4020-9b37-d4b8e1c30de6,CUST1005,945.23,Transfer,2024-09-05
6deb56ba-044d-4c2c-8310-b3f224dec7b1,CUST1005,509.06,Airtime,2025-04-29
cb1726c8-76dd-4caa-8c22-96486f81f0a1,CUST1005,1511.17,Bill Payment,2025-08-30
686d93ed-1d0d-444b-bfea-5009c9c25d59,CUST1005,492.08,Airtime,2025-01-16
47f93c83-a0ea-4de8-b4c3-d7d9c22a3409,CUST1005,392.0,POS,2024-05-13
bea8b9fa-dac1-4b7b-816d-ca710cbaf8f5,CUST1005,612.27,Airtime,2025-07-03
5a699c67-0c2a-4349-88b0-9ec04a1a1d85,CUST1005,150.58,Transfer,2025-04-30
ddfc8f89-9d15-417b-9f7d-e653119be6c0,CUST1005,621.83,Airtime,2025-02-14
e6b5baff-1bf0-4d35-9e06-1865a4e5bfe4,CUST1005,1429.52,Transfer,2024-08-17
9ea348a2-7e5b-49e3-8ddb-a1c760ab598e,CUST1005,1969.18,Transfer,2025-08-27
9858cc39-fb68-4cae-accf-855960a1d8fc,CUST1005,1231.6,Transfer,2024-07-11
66ac9470-807a-4571-9551-8fedd643bf9f,CUST1005,1097.06,POS,2025-07-31
1e33aab7-f187-4f41-8146-106ceb6098d2,CUST1005,788.71,Bill Payment,2024-12-04
582109a2-ffa7-4d46-b528-8848284f0697,CUST1005,1112.35,POS,2023-12-30
cabea9fb-debc-4777-b99e-ffdce319489a,CUST1005,1994.7,Airtime,2024-11-07
5e468981-e2b3-44ff-a921-d9d24a532176,CUST1005,1775.41,POS,2024-04-08
5f9db20b-6b19-4169-b0e3-246a22132e35,CUST1005,1054.5,Transfer,2024-08-30
42e68b8a-9565-4bdd-9a23-4dcb22ce0b38,CUST1005,1792.87,Airtime,2025-08-14
4164132f-2074-4f2a-9e88-5921803b9e83,CUST1005,1416.78,Airtime,2024-10-16
1304b586-e664-4a82-a61f-9a1a8aa5391d,CUST1005,496.81,Bill Payment,2024-12-10
c51bec70-2896-4beb-8f5c-c45ecd920aec,CUST1005,484.41,POS,2025-03-14
18d5068c-e954-4753-9c93-8fa1e3f89e24,CUST1005,1939.83,Transfer,2024-12-14
ca8864c7-e879-40eb-82d2-54245f18403a,CUST1005,1330.35,Bill Payment,2025-08-01
8ac81d13-2880-4043-8cc2-398eb445c2d8,CUST1005,25.3,POS,2025-04-30
fa1eae3b-58a4-4307-945b-ffd8950c7253,CUST1005,1825.14,Airtime,2025-05-24
04e1dae6-a076-4f89-917b-564078249225,CUST1005,57.74,Airtime,2024-01-03
edb78c71-c148-4b37-875c-5e90afd9df2e,CUST1005,1731.1,Transfer,2025-09-20
7809d481-b061-4b66-8cb8-faf2e88dd4a7,CUST1005,1752.95,Transfer,2024-01-05
ecb4557d-5bd7-4fb0-a202-e6c924bfd4fc,CUST1005,518.79,Transfer,2024-04-25
a7d5e40b-e4ca-40cd-8b53-c3c5758a55bf,CUST1005,1254.75,POS,2025-08-07
cb108fca-1ff8-4871-9236-61fe1ccd2abd,CUST1005,78.48,Airtime,2025-02-01
a9fd11c1-3f93-415d-a01d-4c33bed2eaf9,CUST1005,1183.17,Bill Payment,2024-06-20
22e64b14-2ad0-495c-989a-85f428280855,CUST1005,399.08,POS,2024-02-13
25b687d3-259b-4a44-b3f0-9ac5b4bf1765,CUST1005,866.73,Airtime,2025-01-19
8b4ab347-5a0c-40d2-a6a6-efbd422ba7bf,CUST1005,1999.03,POS,2025-10-25
b1d658da-ae8e-45b4-afb0-8befb40ced1c,CUST1005,273.52,Transfer,2025-11-08
9257b62d-9def-43c2-ac8b-1c5a57afa6a4,CUST1005,1575.63,Bill Payment,2025-03-14
4f6bfe89-f631-40a5-bcba-d665d87cde00,CUST1005,1083.31,POS,2025-10-21
8d1472f2-2494-467e-9fa3-e1e28e0ef379,CUST1005,1641.54,Airtime,2024-12-02
7b47d8fb-b697-478f-b0a7-efde0770c1c3,CUST1006,1673.4,Airtime,2024-04-22
cd31d1c4-de64-4161-bd85-721d4d9e153a,CUST1006,202.92,Transfer,2024-08-07
01d9e466-c2bf-4022-abde-926e955dd817,CUST1006,468.5,Airtime,2025-03-03
d30a4939-b42a-4df3-ac8b-f339969c6e78,CUST1006,1019.88,Transfer,2023-12-05
8441e878-c05c-4916-95d7-7a7e0bdf540f,CUST1006,1062.42,POS,2024-01-09
949dddef-ed64-4b82-a999-e42c3493ad1f,CUST1006,866.02,POS,2023-12-14
3aa55b5a-a584-4e3c-86c5-623fd520cc0b,CUST1006,248.52,Transfer,2024-03-19
a4715249-ee31-43e7-9779-30b10d9ea32b,CUST1006,446.03,Bill Payment,2024-10-09
b13c0494-b5cb-4803-a44e-e77124b5459b,CUST1006,421.26,Bill Payment,2024-03-03
9948b88a-1596-4e77-9b5d-93231f5100c2,CUST1006,652.84,POS,2024-12-19
8e04c530-6541-4dcd-8dc6-754eb5c1087b,CUST1006,998.41,Transfer,2024-05-24
773c76ca-ac5f-4adb-af25-2d796171eb7d,CUST1006,1874.79,POS,2025-10-20
5a43dfbf-e1e6-4d89-a314-cc12ba06fe28,CUST1006,680.84,Airtime,2025-10-14
fc3df2d6-8977-4a94-8227-9ffa716b971a,CUST1006,1937.14,Bill Payment,2025-09-16
0980c24a-9a5e-4aed-bfe5-722e210f7e47,CUST1006,1305.24,Bill Payment,2024-05-09
65142bde-9670-4663-b11a-32704ffab8e9,CUST1006,82.28,Bill Payment,2025-01-26
07dd112e-6c96-442c-8e6d-2cbe2b6cdecf,CUST1007,364.66,Bill Payment,2024-01-13
f040ceed-56fa-4f9d-b2ac-bee2f09e5695,CUST1007,495.98,POS,2024-03-30
70c39e03-f5f4-4f7b-a01a-7da7f8187906,CUST1007,1335.13,Airtime,2024-10-22
92038b4b-913a-4d4f-9857-a26d3fcbba8d,CUST1007,1587.19,Airtime,2024-11-02
04244e8d-aadc-4c3c-8a75-66054ea1c179,CUST1007,1709.99,POS,2025-06-24
0f507887-b6d6-424b-b7af-a2222fff32cf,CUST1007,434.71,Transfer,2024-12-29
b9c49452-8c9a-4945-aafc-e8ae0112b4dd,CUST1007,1007.04,Transfer,2023-12-11
881f1115-61e7-4792-95c7-399b1b3df996,CUST1007,121.47,Transfer,2024-11-15
25eb28ca-2c05-43a0-8457-a0ad2a1a7e38,CUST1007,1329.97,Transfer,2025-11-18
7b8e7405-17b4-4148-87a3-fe5418765840,CUST1007,1104.97,Bill Payment,2024-07-29
00a12aeb-6b13-48aa-a9b0-7700aeea187f,CUST1007,798.32,Airtime,2025-04-13
de1cacd4-d228-4d29-888f-3da18d8f6b5b,CUST1007,1594.4,Airtime,2025-01-09
915ae4a9-93e4-4896-a5d8-67eccc86c419,CUST1007,761.36,Airtime,2025-02-22
9ad769d7-ef68-4ee3-aa2f-b171fe14953c,CUST1007,1766.99,Airtime,2025-02-16
6ef5c9cd-d4e6-4e72-b760-cf76d4ad6af5,CUST1007,1433.96,Airtime,2024-04-10
5d9c525c-cf34-47e2-a4ba-8408379c5b6e,CUST1007,808.62,POS,2024-09-07
82776a35-c8f5-408a-b4a6-fc52f874aedb,CUST1007,1599.05,POS,2025-09-10
1cf07b6b-b716-4340-bf67-f493e7c3bf5d,CUST1007,1960.31,Transfer,2023-12-03
889e54a2-9855-4eba-9aa5-8a837ff1d131,CUST1007,225.28,Bill Payment,2025-05-31
1aea2e7f-bc7b-4de8-b974-300aa8dad9e5,CUST1007,241.38,Transfer,2024-01-04
94391eb4-4f37-43e2-9d12-a9c9614d3093,CUST1007,852.26,Bill Payment,2024-01-13
77e9e0cd-506e-41a5-ae28-ba303edd4124,CUST1007,735.31,Bill Payment,2024-06-09
bd9b4aec-07d2-4ad9-9e44-a182c09cd095,CUST1007,1098.53,Transfer,2024-10-31
7886c89e-6b81-4731-8bd5-632f064db4cf,CUST1007,21.87,POS,2024-08-24
27a004e6-ead5-467a-9a48-44a28acaa57f,CUST1007,450.42,Transfer,2025-05-01
cef226f6-166c-4775-8674-7b9adf2aaae8,CUST1007,1220.74,POS,2024-05-22
2bebb0bc-7407-4096-af3e-38680cc1a4bb,CUST1007,1102.04,Transfer,2024-02-23
a2783bad-225f-402a-8b01-5628698be5f8,CUST1007,446.9,Bill Payment,2025-07-21
119e66ce-a5e3-413d-9011-358775ed2a62,CUST1008,647.64,Bill Payment,2024-07-17
e8792550-37da-4544-8c91-5e609d743bba,CUST1008,1993.1,Airtime,2024-02-03
ecf6d47b-e499-47f9-b4f8-2fc7cf1fe28e,CUST1008,1252.89,POS,2025-11-30
f3bd2fba-2948-4dd2-8b25-46383dd3a04e,CUST1008,1636.19,Bill Payment,2025-01-21
d8492c1b-132f-4116-b575-de94a4f78f3a,CUST1008,142.93,Bill Payment,2024-10-15
174c957a-1124-411b-9730-cb2cb733582e,CUST1009,1229.37,POS,2024-02-07
f7a112b8-588f-4c22-861e-02f3d475c4ab,CUST1009,1428.21,POS,2024-09-02
9858be72-6e8c-419c-a79b-97903fbef32a,CUST1009,201.97,POS,2024-02-19
63ef3173-93be-46d8-b896-037126b328c6,CUST1009,1492.79,POS,2024-04-30
decf2e7e-6ef7-46fb-9d3e-8caf35a438ad,CUST1009,597.0,Transfer,2024-11-11
fc686c2b-4d34-4671-9fb8-499374c39a25,CUST1009,1163.59,Transfer,2024-04-09
